condition,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3
TRIAE_CS42_3AL_TGACV1_193656_AA0616620,8.384620288,8.707256669,7.847111349,8.05573217,7.827161154,7.416924031,8.148022616,7.966108991,8.47365898,7.826948195,8.67554504,9.55281334,7.131538626,7.884762864,6.918734783,9.315414214,8.572597245,7.778883359,8.334119368,8.383445707,8.787643048,8.322955875,7.74655571,8.188332172,7.523756801,8.724267765,7.716457059,7.651281836,7.924032512,8.719892374
TRIAE_CS42_3AL_TGACV1_194675_AA0637570,6.476195138,7.095520326,6.027239426,6.794601788,6.054784357,5.711896136,6.556660451,6.646069684,6.292842403,5.478549241,6.859551943,7.465277448,5.392595195,6.335637415,5.166156463,7.413500017,6.482995724,6.151698117,6.41423079,5.739191445,6.62594394,6.668404853,5.945310655,6.628813565,5.940247566,6.91858641,6.366532301,6.20694078,6.285409467,6.666388234
TRIAE_CS42_3AL_TGACV1_195187_AA0646090,6.952720356,7.417665946,6.612953884,7.215711031,6.334835682,6.013296976,6.816165807,6.850988189,6.795615167,5.780944113,7.56930286,8.013197388,5.748099156,6.861285103,5.707379342,8.066241351,7.089466765,6.510245846,6.756780634,6.149374998,7.091564479,6.844312413,6.351466176,7.061582621,6.369241519,7.324753069,6.76906661,6.377367202,6.446658537,6.90957053
TRIAE_CS42_3AL_TGACV1_196423_AA0660310,9.650883007,10.24340741,8.955347472,10.04075508,8.870092617,8.47529979,9.712466263,8.977393929,8.62937479,6.434925259,9.990898433,9.878497896,7.666638701,9.682872053,8.53089292,10.64501053,9.226745076,8.775306897,8.561175626,6.70317707,9.634110254,9.29090602,8.733874306,9.491956584,8.822982337,9.18812237,9.518222052,8.680445752,8.387883731,8.006224224
TRIAE_CS42_3AL_TGACV1_196554_AA0661360,6.019275366,6.319051894,5.409984851,5.921672785,4.97588345,5.112380001,5.793662483,5.513053676,5.84527408,5.177652558,6.084481941,6.848111702,4.496729376,5.72008421,4.347782826,6.707086395,6.142672903,5.561384845,5.740086406,5.716049229,6.28368686,5.848132427,4.905652041,5.872730419,4.909186746,6.223994904,5.287194233,5.549257391,5.68531469,6.026204733
TRIAE_CS42_3AS_TGACV1_210432_AA0672100,6.478475847,7.130082497,6.028466454,6.968916228,5.95534502,5.843425569,6.710085742,6.632573419,6.287553681,5.74511314,6.588158645,7.118639997,4.982976286,6.590859958,5.540686908,7.472551909,6.496539668,6.51512742,6.367681055,5.536790812,6.948983591,6.528245888,5.736685194,6.46589586,5.821764009,6.517053652,6.362850502,5.966380045,6.650908863,6.028989111
TRIAE_CS42_3AS_TGACV1_211047_AA0683860,6.956021878,7.648196267,6.701260981,7.148506894,6.366503952,6.254522033,6.920753436,6.456518447,7.154056607,5.641040383,6.897900682,8.226138505,6.036403973,6.921374416,5.764565829,7.883056908,7.434811865,6.355618826,7.24736694,6.661714961,7.324978324,6.70495416,6.51522989,7.060050353,6.027477959,7.200026903,6.339858826,6.646936729,5.90275655,7.390171243
TRIAE_CS42_3B_TGACV1_221091_AA0730120,6.821290007,7.729130313,6.664963586,7.596004434,6.837290325,6.322554468,7.37978448,6.879827401,6.709674394,5.501853951,7.088989078,8.221893915,6.178189585,7.152735388,6.249525334,7.861931294,7.116521977,6.641756287,7.097633959,6.221721558,7.481525899,6.972931222,6.740312601,7.068348731,6.452366254,7.097186088,6.831725924,6.297861155,6.649528366,7.114003789
TRIAE_CS42_3B_TGACV1_221509_AA0742350,6.18311062,6.673768148,5.558199707,6.389597507,5.929128931,5.52622953,6.497673531,6.219088048,5.960685443,5.327177381,6.430638411,7.0212527,5.02332247,5.962083624,4.97431634,7.044454274,6.167186457,6.0197575,6.107668559,5.797257335,6.617265936,6.230343446,5.865363765,6.248165304,5.704973099,6.667223932,5.859341876,5.779743324,5.913959388,6.493908442
TRIAE_CS42_3B_TGACV1_222076_AA0756790,7.04683873,7.661630605,6.708233035,7.762651343,6.672526495,6.522447147,7.52809518,7.448199897,7.141530117,6.695231389,7.507009275,7.915505149,5.731047386,7.380748186,5.954144227,8.156254887,7.24162413,7.161559937,7.181964499,6.544398058,7.621249057,7.260522598,6.514957105,7.312793629,6.676621138,7.431666906,7.261435744,6.594562559,7.385051006,6.872029651
TRIAE_CS42_3B_TGACV1_222710_AA0769340,5.361817849,7.222084151,4.683056725,6.853455364,4.267033765,5.01554323,6.087001974,4.395682961,5.771752601,4.788324729,4.788324729,6.575555502,4.096009842,6.446254597,3.370738174,5.649484671,6.239365099,5.961337759,4.63136411,5.495896926,6.797324152,4.829113417,4.235554731,6.000476319,3.61361697,5.633406504,5.58553183,5.928311732,2.949688335,4.613485518
TRIAE_CS42_3B_TGACV1_223131_AA0776880,6.061596769,6.689416417,5.354376287,6.083396299,5.293651498,5.158566674,5.55036708,4.764802955,6.212600084,5.304786397,5.960497479,6.805238494,4.73702267,5.901569927,4.843454535,6.797691498,6.27356922,5.349447648,5.62368171,5.892685106,6.417384031,5.585831925,4.900790666,5.860487033,4.639494315,6.167703056,5.438483575,5.522168667,4.745497186,6.053779504
TRIAE_CS42_3B_TGACV1_223386_AA0781430,6.972419083,7.434880401,6.640412161,7.320245718,6.21522225,6.01350731,6.831139588,6.827486104,6.633362117,5.35907845,7.625789882,7.877376477,5.495593215,6.928283133,5.702174516,8.054180302,7.036014624,6.46729091,6.789265405,5.980731579,7.041358732,6.835244047,6.295185924,7.072967587,6.23142077,7.046159517,6.814906113,6.33982454,6.279577152,6.678101784
TRIAE_CS42_3B_TGACV1_224879_AA0802650,8.68210745,9.059363575,8.132809305,8.249911372,8.000420552,7.595636117,8.16717419,7.91055932,8.638174662,7.869148011,9.038063399,9.985759102,7.50278399,8.12423537,7.028710168,9.61830266,8.868593055,7.842211181,8.50914483,8.584280443,8.979776823,8.63455187,7.893241011,8.431869263,7.521441416,9.226622348,7.692985346,8.041844101,7.893104091,8.908127747
TRIAE_CS42_3DL_TGACV1_249033_AA0835300,6.815227624,7.132465602,5.794281097,6.83201721,5.861034056,5.507666207,6.72621062,6.137353334,6.23709731,5.679168692,6.903478145,7.342746826,5.262161552,6.473348883,5.043225097,7.188314544,6.44257679,5.96099503,6.293650306,5.964902375,7.259622685,6.249573617,6.143855107,6.476073497,5.745605568,6.651604173,6.035187131,5.683127284,6.14552808,6.494390551
TRIAE_CS42_3DL_TGACV1_249301_AA0844620,6.413965386,6.908135207,5.87317357,6.735386825,5.930455789,5.445275096,6.454862029,6.469718424,6.020384796,5.074823754,6.808806387,7.360593675,5.201872543,6.201628223,5.172810831,7.3743782,6.382712401,6.066822452,6.32711323,5.620734144,6.647671512,6.423621893,5.962887588,6.443579435,5.822791425,6.905957664,6.22608202,6.057820946,6.055488092,6.391320621
TRIAE_CS42_3DL_TGACV1_249383_AA0847210,5.964840758,6.347054653,5.407369061,5.960716638,4.796616651,4.975001208,5.752997945,5.462203361,5.76242867,4.833738994,5.912851442,6.732986329,4.111037785,5.745276243,4.121914333,6.573979005,6.209975384,5.566942758,5.692441744,5.458567975,6.24533709,5.703352382,4.609510752,5.842807914,4.665013326,5.968485029,5.168225765,5.397529017,5.511935697,5.842128923
TRIAE_CS42_3DL_TGACV1_251098_AA0877360,7.209180628,7.618396591,6.901207046,7.415150847,6.302831096,6.272394626,6.822717952,6.951402133,6.809587941,5.450120006,8.028819167,8.237330124,6.002614159,7.064730908,6.015426503,8.356202035,7.3278783,6.566069746,6.986235998,6.092037898,7.118587516,6.946704484,6.395501135,7.325550458,6.383856743,7.43182417,6.96058328,6.593932359,6.262344027,7.013825642
TRIAE_CS42_3DL_TGACV1_251860_AA0885530,8.473316536,8.823176618,8.113526066,8.145029195,8.187658788,7.491483163,8.228572545,7.985739838,8.722765672,8.099435235,8.969660199,9.833890177,7.513175117,7.930751382,7.217943754,9.69932877,8.667027885,7.781498779,8.737190679,8.634464985,8.835577975,8.722478876,8.060367787,8.34978539,7.84681017,9.101791222,7.882170644,7.722765162,8.064746847,9.092203361
TRIAE_CS42_3DL_TGACV1_252924_AA0892640,5.582529676,7.187672281,4.701389044,6.610821205,3.907245612,5.240343915,5.63753939,4.128745989,5.342812606,3.716008122,4.683056725,6.385253419,3.947741439,6.312516718,3.55820113,5.343926285,6.203035392,5.675749874,4.349329099,4.806746835,6.704469501,4.513785989,4.172372935,5.762337505,3.586292865,5.501817238,5.715365136,5.959563579,1.808288771,4.645351976
TRIAE_CS42_3DS_TGACV1_271490_AA0900220,5.951868363,6.693048537,5.058688679,5.803712271,5.436081663,5.015151746,6.364824764,5.421883647,5.467866029,5.12373181,6.216502303,6.681499389,4.374411463,5.742487029,4.797466826,6.268687109,5.401771566,5.404090797,5.631079157,5.404558494,6.730323348,5.439413202,4.997502772,5.800742807,5.348587388,6.077277498,5.686673616,5.010568625,5.41477953,5.865745416
TRIAE_CS42_3DS_TGACV1_271693_AA0905750,6.936031706,7.807436839,6.93676053,7.380168503,6.821456375,6.419905348,7.134866947,6.665686266,7.139438265,5.625453298,7.125612884,8.550894856,6.318600479,7.119627547,6.141463047,8.001622997,7.360867041,6.428334649,7.410830949,6.598291021,7.472847473,7.13927168,6.678500593,7.233874104,6.608582103,7.390354253,6.617127539,6.691427199,6.315057776,7.3853922
TRIAE_CS42_3DS_TGACV1_272540_AA0922100,6.173642344,6.615592517,5.586161926,5.889985378,5.087781503,5.08387956,5.616290982,4.897444199,6.228518893,5.346840828,5.732625811,6.866282031,4.385916559,5.893269961,4.398478065,6.731460723,6.381533406,5.287923537,5.878405026,6.06725824,6.43848578,5.574686943,4.917276542,5.945119516,4.459130027,6.042989065,5.088700664,5.602380779,4.813281314,5.922320771
TRIAE_CS42_4AS_TGACV1_306492_AA1009080,6.862481724,6.680725436,5.658351612,5.923602375,4.819893587,5.271156836,5.479833182,5.195359518,6.038844432,4.690091221,6.205241973,7.259579075,4.669895565,6.05182584,4.076855856,6.802131395,6.79442173,5.529248516,5.507041861,5.891803177,6.704633449,5.900027482,4.763689709,5.979338068,4.664382046,6.262259901,5.326216054,5.917381421,4.318820026,5.966537432
TRIAE_CS42_4AS_TGACV1_307193_AA1018260,7.945346657,8.46614553,7.174083676,7.600002305,6.021406286,6.65118446,6.993595606,6.60054483,7.13333522,5.928959956,8.445969763,8.744414497,6.402274513,7.432188735,6.010538061,8.407704054,7.75698771,6.786737266,7.307401021,6.655149961,7.918244518,7.252545667,6.620663566,7.414175736,6.314826576,7.661468444,6.127087064,7.255129699,6.474324707,7.427379085
TRIAE_CS42_4BL_TGACV1_320475_AA1040760,7.712014404,9.05457973,7.290354272,8.032314678,6.692207804,7.093412931,7.63224123,6.658139407,7.835575293,6.698266821,6.768428842,8.515918379,5.863915226,7.860539933,5.90290652,8.475741832,8.046875913,7.495014027,7.250706482,7.723075843,8.311172209,7.246261161,5.811440349,7.885276567,6.757946991,7.8148438,7.391951466,7.581214926,6.252096543,7.634806178
TRIAE_CS42_4BL_TGACV1_321575_AA1062420,7.536785183,8.167513722,6.726676949,7.247635986,5.851894961,6.341600156,6.769974872,6.289910357,6.606552884,5.344088693,8.114922974,8.331658478,6.029537968,7.032871362,5.685333331,7.918981575,7.357116053,6.335764992,6.809657217,6.019179417,7.576112717,6.947110598,6.272833609,6.935846986,5.975520615,7.22660893,5.957687988,6.854060155,6.013169775,6.908455034
TRIAE_CS42_4BL_TGACV1_322416_AA1071190,6.348985133,6.896580068,5.593353209,6.368130581,5.207364779,5.174238868,5.71700928,4.965475432,6.332422245,5.006421763,6.151585228,7.424592994,4.876610065,6.058119889,4.809511681,6.971402153,6.584338251,5.385614161,5.944186077,5.97901968,6.686192977,5.840870701,5.108594084,6.036299758,5.08149877,6.48540288,5.491964546,5.862528579,4.692998812,6.137169015
TRIAE_CS42_4DL_TGACV1_342984_AA1126990,7.153075109,7.944337542,6.298515329,6.966322454,5.095282768,5.857635967,6.262212798,5.654938809,6.342688582,5.076231006,7.71424493,7.962923594,5.735155908,6.734017179,5.069413506,7.60979986,7.161733207,5.983010462,6.387629879,5.73102468,7.085332265,6.283137377,6.010973013,6.558862334,5.312811813,6.942028804,5.461647217,6.564188334,5.538282636,6.426826151
TRIAE_CS42_4DL_TGACV1_344014_AA1142510,7.521670382,7.558784834,6.308078405,6.661314953,5.256119947,5.981404868,6.103676538,5.201201658,6.783747535,5.124368659,6.785023644,7.939468218,5.102475217,6.768311586,4.706543764,7.3077528,7.408394194,5.956100288,6.176594656,6.365076005,7.503209694,6.153100074,5.234765558,6.736704765,5.210494933,6.925982156,5.571801118,6.644115201,4.431054866,6.516794966
TRIAE_CS42_4DS_TGACV1_361520_AA1169500,6.616605601,7.208825331,6.087808284,6.971786797,5.880208912,5.800035846,6.636870014,6.410076193,6.257522558,5.46769805,6.825752067,7.546230305,5.087902461,6.431226407,5.159384555,7.331235143,6.373579142,6.174646151,6.241467143,5.986576369,6.893307409,6.598329176,5.746472803,6.541931036,5.695095519,6.639484908,6.052926465,5.925978911,6.239536781,6.548639645
TRIAE_CS42_5AL_TGACV1_374310_AA1196580,7.184591244,7.676733233,6.752597425,6.66696697,6.3389668,6.074119992,6.66355917,5.718046919,6.693170001,5.867419446,6.881709001,8.014841562,5.781002741,6.911996273,5.193173494,7.698641505,7.40242713,5.860449985,6.581360098,6.56954313,7.514985029,6.528871243,5.512395955,7.028263487,5.465728311,7.496730127,5.724336454,6.678513169,5.548032739,7.151524648
TRIAE_CS42_5AL_TGACV1_374715_AA1207270,4.537394431,6.908025243,4.241320997,6.106780097,1.410986974,4.235554731,4.922284839,2.443190158,5.037601742,3.46885603,3.000719815,5.335564981,1.410986974,6.077733982,1.808288771,4.81895811,5.467583234,4.913478076,3.933784497,4.760137675,5.860119334,3.902138312,1.808288771,5.404999009,1.410986974,4.522874943,4.183685446,5.181592521,0.09531018,3.222867846
TRIAE_CS42_5AL_TGACV1_374826_AA1209700,5.78105211,7.120985859,5.211424164,6.468977411,6.057018178,5.694068782,6.500550659,5.962182482,6.225294792,5.08202529,6.490875268,7.070783579,4.860587298,6.243225176,5.159629847,6.722987553,6.176638283,5.754478758,6.20879061,5.645801252,6.739454964,5.215479088,5.697429001,6.335568304,6.055366147,6.314449813,5.714063774,5.649326289,5.649326289,6.677921573
TRIAE_CS42_5AL_TGACV1_375092_AA1215960,6.435806078,7.036000726,6.110423558,6.62788647,5.748141885,5.513831488,6.452997873,6.756368975,6.658411992,6.332095446,7.102035133,7.365373145,5.402424647,6.227672388,5.01592793,7.309709029,6.418002717,6.396764308,6.563263391,6.290362857,6.838612146,6.659814297,5.847990461,6.478594278,5.681983562,6.778854179,5.747786601,6.119957141,7.030142986,6.665800654
TRIAE_CS42_5BL_TGACV1_404129_AA1285550,6.172923232,7.27434788,6.365478547,6.916794304,6.616575095,5.788215531,6.827307406,6.585207052,7.143562309,6.450691567,6.819327263,7.766548245,5.670732285,6.672790886,6.010065472,7.792187887,6.577737567,6.161051191,7.120614124,6.696241341,6.794602258,6.64548751,6.625524985,6.77034896,6.83462529,6.800477371,6.867055152,6.006690541,6.236430254,7.290770258
TRIAE_CS42_5BL_TGACV1_404669_AA1307960,6.711959349,7.153161175,6.272650566,6.031932079,5.958817381,5.715114689,6.232603211,5.898545756,6.701800648,5.573347236,6.46353323,7.561126792,5.497250189,6.321393998,4.956946149,7.370394356,6.833800834,5.942689133,6.643516258,6.562466692,6.751922185,6.370034536,5.50762565,6.55939,5.20201019,6.926204049,5.634982442,6.023023774,5.721809016,6.914701101
TRIAE_CS42_5BL_TGACV1_404951_AA1316100,7.512977938,8.001475622,7.475832312,7.821113716,7.402434667,7.001336693,7.834681256,7.692072262,7.65599179,7.11986215,7.847696129,8.724501626,6.292657436,7.611555197,6.298278066,8.623299429,7.754022338,7.485446714,7.81063245,7.387090236,7.940281183,8.04725996,6.712852915,7.514549048,7.182458489,7.844848138,7.668065658,7.265562582,7.558261103,7.726216351
TRIAE_CS42_5BL_TGACV1_405849_AA1336410,5.136386499,5.996700814,4.804840381,5.369190469,4.963543687,4.489759334,5.723911846,5.613493003,5.945682354,5.752890049,5.199049365,6.167726113,4.175924549,5.438513997,4.305415532,6.75588533,5.590916082,5.447168313,6.047608558,5.878015855,5.730424406,5.25801607,4.812997033,5.591360045,5.017941869,6.077339445,5.371103036,4.596129441,5.849612923,5.861071083
TRIAE_CS42_5BL_TGACV1_406843_AA1350490,6.105026018,7.608620102,5.422432313,6.890953923,6.699162845,5.970337944,6.737361305,6.415111853,7.063161171,5.865130052,6.715482775,7.677673205,5.066371438,6.640640247,5.625882193,7.365644575,6.513770024,6.252046455,7.190344444,6.462295959,7.369617734,5.541655788,6.276024877,7.024917678,6.791048245,6.592132299,6.022663266,5.96383638,6.435768885,7.450184215
TRIAE_CS42_5DL_TGACV1_433211_AA1405660,5.987144228,6.57837569,5.168445555,6.076563221,5.297899779,4.868543403,5.901440272,5.648452976,5.750487291,5.676327684,5.972933656,6.430548167,4.120330649,5.601861961,4.324243908,6.442904909,5.511014989,5.347710206,5.474166774,5.482790773,6.262035048,5.796993483,4.922925491,5.955667148,5.063595166,5.584377499,5.336980713,5.009428566,6.028105493,5.759780221
TRIAE_CS42_5DL_TGACV1_433651_AA1418380,6.539835924,7.3353743,6.220870449,6.037329007,6.285880248,5.515096709,6.502620616,6.034243825,6.917259966,6.290920781,6.55775291,7.579045558,5.663640804,6.063088501,5.263218547,7.283240391,6.959041658,5.741270919,6.75225846,6.856714584,6.995083845,6.283382013,5.703752474,6.682591564,5.660231064,7.12007001,5.755792845,6.059914938,6.240492586,7.152495925
TRIAE_CS42_5DL_TGACV1_433751_AA1421200,6.25401341,7.464590061,5.611356465,7.062311591,6.318019917,5.965023031,6.271855731,5.996039068,6.896489053,5.097864425,6.889711464,7.345138863,5.223604596,6.988597667,5.876847432,7.325326808,6.225678594,5.741797333,6.843360747,5.692623781,6.843931169,5.576327819,6.13886895,6.814222319,6.875293036,6.643096785,6.0924947,5.627980761,5.890090519,7.177362481
TRIAE_CS42_5DL_TGACV1_434217_AA1431970,6.894823827,7.469009667,6.541146154,7.437137725,6.84895196,6.272715673,7.254067034,6.40215047,5.956497307,4.93194556,7.111253462,7.204236203,5.061668655,7.055715954,5.935638204,7.809054558,6.401545818,5.990779312,5.858513929,4.953579887,7.434753201,6.818840237,6.183453804,7.162254231,6.55391339,6.732147176,6.592447424,6.105657814,6.346914456,5.588149002
TRIAE_CS42_5DL_TGACV1_435239_AA1447600,5.048271419,6.622648554,4.529372788,5.855956917,2.091864062,4.432006567,4.583777996,2.687187412,5.308762624,3.437207819,2.949688335,5.738538106,2.312535424,5.795881443,1.410986974,5.238376261,5.778620894,4.771430109,3.437207819,4.786366109,6.076343235,4.154055826,1.410986974,5.396731814,1.410986974,4.71939133,4.035881769,5.33384859,0.09531018,3.786459782
TRIAE_CS42_6AL_TGACV1_471622_AA1511920,6.839632743,7.592628323,7.142621846,7.918421208,6.994437435,6.525868016,7.258595232,7.292146552,7.155973809,6.731793456,7.571406705,8.811324423,6.684855448,6.940919225,6.074941352,8.024773796,7.160092517,6.972409418,6.964494716,7.139945783,7.568673646,7.896578743,6.757006805,7.042705664,6.549334526,7.733994381,7.411242039,7.290204202,6.639212869,7.433902919
TRIAE_CS42_6AL_TGACV1_471682_AA1512850,6.492869939,6.804470386,5.573316854,5.187145554,3.000719815,4.785197446,4.259803914,1.960094784,5.064580403,3.148998276,5.889484423,6.193792959,3.517120912,5.915768006,1.860439403,6.436464422,6.378422788,4.781683239,3.983885888,4.587441966,6.273199596,5.00275768,2.125810921,5.870208927,-2.302585093,5.7157868,2.601266451,5.620679812,0.474568196,4.276399417
TRIAE_CS42_6AL_TGACV1_472394_AA1521650,5.836537316,6.264827717,5.488206054,6.113383463,5.438074961,4.879136121,5.935359696,5.713475347,6.183781813,5.341314594,6.245942023,6.637429209,4.238062438,5.845883708,4.642051627,7.073600171,5.956352781,5.535701675,6.329672776,5.567641967,6.147553348,5.813843535,5.603192046,5.921327477,5.387641484,6.215537666,5.700569418,5.27896124,5.998179452,6.131604679
TRIAE_CS42_6AL_TGACV1_473917_AA1533450,6.300354509,6.56090053,5.879884732,6.71237523,5.3191097,5.730411423,5.886770476,6.494197009,5.927341939,5.405224136,6.524133362,7.028580793,5.007511086,6.263952395,5.131524611,6.965891159,5.915099029,6.122488424,5.970358371,5.220260685,6.471384472,6.540097386,5.478860259,6.216644025,5.349331247,6.307223742,6.000746338,6.031780814,6.314574693,5.774327918
TRIAE_CS42_6AL_TGACV1_474109_AA1534140,6.207245299,6.572995827,5.639709481,5.896620704,6.023120663,5.141821439,6.210567968,5.78448518,6.235281131,5.994756622,6.435942767,7.346055241,5.28669003,5.552990592,5.125016996,6.974557205,6.495620568,5.555990027,6.195145015,6.489993374,6.90587896,6.012403783,6.230091135,6.042847656,5.509104896,6.559061926,5.581332315,5.246487086,5.630826403,6.731319248
TRIAE_CS42_6BL_TGACV1_499444_AA1582630,6.09953793,6.658619718,5.406483194,5.985042721,5.675533538,5.097736112,6.020187806,5.50432717,6.035198282,5.382496278,6.253030628,7.060639872,5.229028916,5.604886206,4.687506016,6.920210914,6.218701509,5.322191742,5.939897005,5.86390131,6.618305672,5.758168382,5.614205992,5.964095149,5.207056592,6.400436067,5.321372786,5.305817173,5.38948443,6.313433547
TRIAE_CS42_6BL_TGACV1_499472_AA1583560,6.746907893,6.589476533,6.096052014,6.619112745,5.715463979,5.56768398,6.271619613,6.615576445,6.119409112,5.503728626,6.577947585,7.064485486,4.873852908,6.273192051,5.05002266,7.207096617,6.151468066,6.3554095,6.16086127,5.57994867,6.764870566,6.691434649,5.59075561,6.520105531,5.6049598,6.699446152,5.988680676,5.842599043,6.422638012,6.261564201
TRIAE_CS42_6BL_TGACV1_499514_AA1584790,6.722975102,6.840022328,5.844219551,4.204550818,4.10148898,5.148592711,4.042193005,1.573785864,5.650638346,3.719284985,6.413483547,6.510612444,4.312480932,5.904991207,2.487137493,6.839972033,6.376740553,4.601933955,4.752408459,5.040692354,6.34141166,5.653025878,3.370971824,5.869926658,1.584774249,5.889323842,2.606305363,5.791775037,-2.302585093,5.278063638
TRIAE_CS42_6BL_TGACV1_500010_AA1597160,7.190057908,6.703617469,7.393435388,8.106276249,6.704080966,6.966363752,7.367582302,7.511180139,7.590099315,6.964645879,7.666821278,9.118307317,6.724179736,7.327169314,5.974404855,8.445918433,7.726225884,7.184689803,7.499943355,7.701751815,7.607450971,8.191379945,6.87405681,7.123100502,6.518741601,7.96307029,7.534361936,7.633422891,7.041394166,7.786161365
TRIAE_CS42_6BL_TGACV1_500423_AA1604360,4.404466712,5.406068024,4.858920534,3.580202333,4.40807199,3.364433116,3.000719815,1.62924054,5.443987906,2.758603889,5.176675018,6.959351028,4.404400708,4.249922794,2.57261223,5.949130994,5.50109085,3.431639289,4.383275854,4.84653865,5.238556746,4.868695315,3.740047741,4.745801316,2.57261223,6.530072639,0.741937345,4.706344954,1.131402111,5.064921439
TRIAE_CS42_6BL_TGACV1_500720_AA1608740,6.277903973,6.486435751,6.054298961,6.437938992,6.138047953,5.600306478,6.564532871,6.295852176,6.767492711,6.565365951,6.4959241,7.404887576,5.318340558,6.074581141,5.12684079,7.460730208,6.604409841,6.204884578,6.38468685,6.792143509,6.919008128,6.504614767,6.107868855,6.37090801,5.924032778,6.969241647,6.073912821,5.871726164,6.438884448,6.898896052
TRIAE_CS42_6BL_TGACV1_500852_AA1610750,5.550643727,6.166951132,5.074354491,6.135725701,5.210200652,4.751247936,5.70398812,5.488269321,6.082161146,5.569507949,5.968970543,6.57036336,4.486274033,5.830575897,4.512926599,6.903596543,5.781333774,5.247569187,6.004620872,5.735945327,5.899529067,5.48997669,5.197629252,5.704939805,5.306608004,5.958404021,5.502143125,4.996279413,5.724296875,5.998165436
TRIAE_CS42_6DL_TGACV1_526331_AA1679610,7.487089657,8.147872917,7.690514618,8.464519998,7.270737291,7.160232364,7.764771477,7.967047916,8.048002032,7.485154851,8.171574049,9.383141755,7.080337899,7.572003889,6.591518713,8.699151349,8.002071687,7.539415278,7.883499123,7.99917174,8.011560726,8.575263967,7.239473375,7.761732213,6.96436243,8.336927121,7.815679106,7.870891428,7.46468174,8.194737463
TRIAE_CS42_6DL_TGACV1_526856_AA1693610,5.592131847,6.268753422,5.281206812,5.821153574,5.284066301,4.71001657,5.638578843,5.531569652,5.972546728,5.148703049,5.778525007,6.573037502,4.208216255,5.620172579,4.435029342,6.735850083,5.686666834,5.432021869,5.955912496,5.423530508,5.894022597,5.580276846,5.263544746,5.627782971,5.181491373,5.910371079,5.594878652,5.051598079,5.66082626,5.909267019
TRIAE_CS42_6DL_TGACV1_527381_AA1703090,6.183177223,6.572310235,5.889597921,6.163489126,6.056905317,5.281633969,6.130615868,5.662550674,6.483213156,5.971588572,6.520272319,7.364034533,5.438750388,5.936301565,4.817985383,7.315743335,6.639687921,5.743124975,6.041446858,6.465179718,6.601071818,6.324325628,5.851683667,6.332589603,5.469257736,6.96582011,5.512714782,5.588518264,5.738157975,6.612067513
TRIAE_CS42_6DL_TGACV1_527421_AA1703740,7.034916425,7.103256271,5.973201284,5.126057026,4.842374421,5.305218499,4.270435639,2.238059372,5.614998619,3.73175933,7.204944515,6.926930258,4.753478116,6.125988884,3.685037082,7.214975238,6.67366958,4.999358617,5.110251342,5.108856385,6.656124801,5.664084848,4.31499835,6.051510178,2.729276651,6.535989902,1.983792054,5.856872592,0.465418132,5.667564449
TRIAE_CS42_6DL_TGACV1_528188_AA1712310,6.518137929,6.933734868,5.913700283,6.322663978,6.065625375,5.600726708,6.465615813,6.174477531,6.511708182,5.88725892,6.678145869,7.617287489,5.497168225,6.149623611,5.162159671,7.406522491,6.721442568,6.003106516,6.502851513,6.448390852,7.102910794,6.529518103,6.14246957,6.565277646,5.65534125,6.890183801,5.924819809,5.869003085,6.057523786,6.782317898
TRIAE_CS42_6DS_TGACV1_542507_AA1723010,6.90666068,7.156991438,6.370638724,7.079604694,5.88213115,5.827111879,6.626301769,6.947206735,6.530218518,5.996767959,6.916549496,7.40956821,5.164464208,6.598292384,5.451032874,7.522676018,6.363334091,6.543484416,6.652723665,5.863869215,7.085955856,6.972982001,5.904551711,6.771512786,5.940334134,6.979965237,6.283538835,6.031029432,6.812006203,6.59760126
TRIAE_CS42_6DS_TGACV1_543772_AA1744060,6.427698728,7.321997753,5.939814084,7.167506903,5.66966521,5.475858767,6.68735172,6.199670689,5.534522049,4.077086156,7.120534102,7.073262938,4.591665406,6.666781204,5.249698388,7.055663946,6.111012913,6.011060143,5.671245853,4.233963161,6.747983162,6.405514037,5.486236146,6.595958094,5.767073656,6.255125855,6.053394669,5.901371882,6.196719039,5.404376388
TRIAE_CS42_7AL_TGACV1_557022_AA1775320,6.426709954,6.99115352,6.022008931,6.6843299,6.153129637,5.494740088,6.045087301,5.602723804,6.892351142,5.007983301,7.032650651,8.272161508,6.19361898,6.610533326,5.494561552,7.826777956,6.91573823,5.595733905,6.824207134,6.528253926,6.61257123,6.326327454,6.746795839,6.338047109,5.485501167,7.71130553,5.976244812,5.882565277,5.538062624,7.095843427
TRIAE_CS42_7AS_TGACV1_569159_AA1808800,6.354465688,6.186004899,6.163146369,5.525345364,5.227250918,5.425993526,5.54647738,5.098127111,6.35274263,4.993990874,6.29393301,7.592865248,4.566470937,5.917866445,4.051021178,6.954915544,6.541181503,5.675605883,6.055326277,6.561631617,6.836809072,6.392605319,4.769616257,6.100778488,4.486181674,6.625410935,4.828393734,6.082360453,4.920710587,6.160458096
