"condition","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT"
"time","3","3","3","7","7","7","10","10","10","13","13","13","15","15","15","17","17","17","19","19","19","21","21","21","23","23","23","26","26","26"
"TRIAE_CS42_2DL_TGACv1_159075_AA0531860","6.3694848","5.285991717","7.008758315","7.629242072","6.644748908","5.620495064","5.598621939","3.989441349","3.88296076","7.015882962","6.58347561","6.294823099","3.914254514","3.222867846","3.545234232","5.47405899","6.36490565","5.718549569","6.463129296","6.624768831","6.057151627","5.045339413","6.310837855","6.214644098","6.172443536","5.169284412","3.18221184","5.280967728","5.319192947","5.111969716"
"TRIAE_CS42_2DL_TGACv1_159638_AA0540820","7.315199095","7.965148346","7.721734389","7.79913879","8.271111051","7.372381853","6.787371364","6.020724794","6.752401524","7.742798645","7.415938246","7.430538129","6.828743456","6.083076991","6.610385095","6.471039295","8.341983944","7.790674382","7.440226969","7.499576572","7.227780771","7.495050323","7.194487073","6.919806372","7.421448408","7.34076","7.366799158","7.001991045","6.79787233","7.381899173"
"TRIAE_CS42_2DL_TGACv1_159745_AA0542230","7.333232143","7.232790938","7.719374147","7.726508152","7.913019794","6.935594156","6.64954139","5.747234607","6.460974304","7.112335595","6.796953319","6.964919804","6.501658972","5.876611901","6.221643293","6.30462429","7.862231573","6.915911923","7.248127045","6.935263436","6.510996164","6.780201414","6.58116743","6.316679009","6.700098683","6.579551167","6.708484492","6.207551257","6.472218002","7.04364015"
"TRIAE_CS42_2DL_TGACv1_162895_AA0563810","5.25801607","3.972176928","6.464303216","7.072413419","6.398609909","4.585987367","4.575741375","3.18221184","3.933784497","6.399468097","6.013959625","5.784132827","2.949688335","2.091864062","1.62924054","4.920710587","5.398615088","5.515724496","5.937800023","6.265491309","5.386557155","4.235554731","5.895790301","5.858218828","5.878015855","4.664382046","3.299533728","5.215479088","5.677096209","4.625952725"
"TRIAE_CS42_2DS_TGACv1_178229_AA0593060","6.273025863","6.470319512","7.039813712","6.738278079","7.169230071","6.26881651","5.824163614","4.970113949","5.906481112","6.466052963","6.220180543","6.502409014","6.131967519","5.043689598","5.93806377","5.73437634","7.321482164","6.658735559","6.749902622","6.48926268","6.151649129","6.412533939","6.17752826","5.56747084","6.490928369","6.398868774","6.538310576","6.112735271","6.449485735","6.747302919"
"TRIAE_CS42_3AL_TGACv1_193656_AA0616620","8.384620288","8.67554504","8.787643048","8.707256669","9.55281334","8.322955875","7.847111349","7.131538626","7.74655571","8.05573217","7.884762864","8.188332172","7.827161154","6.918734783","7.523756801","7.416924031","9.315414214","8.724267765","8.148022616","8.572597245","7.716457059","7.966108991","7.778883359","7.651281836","8.47365898","8.334119368","7.924032512","7.826948195","8.383445707","8.719892374"
"TRIAE_CS42_3AL_TGACv1_194675_AA0637570","6.476195138","6.859551943","6.62594394","7.095520326","7.465277448","6.668404853","6.027239426","5.392595195","5.945310655","6.794601788","6.335637415","6.628813565","6.054784357","5.166156463","5.940247566","5.711896136","7.413500017","6.91858641","6.556660451","6.482995724","6.366532301","6.646069684","6.151698117","6.20694078","6.292842403","6.41423079","6.285409467","5.478549241","5.739191445","6.666388234"
"TRIAE_CS42_3AL_TGACv1_195187_AA0646090","6.952720356","7.56930286","7.091564479","7.417665946","8.013197388","6.844312413","6.612953884","5.748099156","6.351466176","7.215711031","6.861285103","7.061582621","6.334835682","5.707379342","6.369241519","6.013296976","8.066241351","7.324753069","6.816165807","7.089466765","6.76906661","6.850988189","6.510245846","6.377367202","6.795615167","6.756780634","6.446658537","5.780944113","6.149374998","6.90957053"
"TRIAE_CS42_3AL_TGACv1_196423_AA0660310","9.650883007","9.990898433","9.634110254","10.24340741","9.878497896","9.29090602","8.955347472","7.666638701","8.733874306","10.04075508","9.682872053","9.491956584","8.870092617","8.53089292","8.822982337","8.47529979","10.64501053","9.18812237","9.712466263","9.226745076","9.518222052","8.977393929","8.775306897","8.680445752","8.62937479","8.561175626","8.387883731","6.434925259","6.70317707","8.006224224"
"TRIAE_CS42_3AL_TGACv1_196554_AA0661360","6.019275366","6.084481941","6.28368686","6.319051894","6.848111702","5.848132427","5.409984851","4.496729376","4.905652041","5.921672785","5.72008421","5.872730419","4.97588345","4.347782826","4.909186746","5.112380001","6.707086395","6.223994904","5.793662483","6.142672903","5.287194233","5.513053676","5.561384845","5.549257391","5.84527408","5.740086406","5.68531469","5.177652558","5.716049229","6.026204733"
"TRIAE_CS42_3AS_TGACv1_210432_AA0672100","6.478475847","6.588158645","6.948983591","7.130082497","7.118639997","6.528245888","6.028466454","4.982976286","5.736685194","6.968916228","6.590859958","6.46589586","5.95534502","5.540686908","5.821764009","5.843425569","7.472551909","6.517053652","6.710085742","6.496539668","6.362850502","6.632573419","6.51512742","5.966380045","6.287553681","6.367681055","6.650908863","5.74511314","5.536790812","6.028989111"
"TRIAE_CS42_3AS_TGACv1_211047_AA0683860","6.956021878","6.897900682","7.324978324","7.648196267","8.226138505","6.70495416","6.701260981","6.036403973","6.51522989","7.148506894","6.921374416","7.060050353","6.366503952","5.764565829","6.027477959","6.254522033","7.883056908","7.200026903","6.920753436","7.434811865","6.339858826","6.456518447","6.355618826","6.646936729","7.154056607","7.24736694","5.90275655","5.641040383","6.661714961","7.390171243"
"TRIAE_CS42_3B_TGACv1_221091_AA0730120","6.821290007","7.088989078","7.481525899","7.729130313","8.221893915","6.972931222","6.664963586","6.178189585","6.740312601","7.596004434","7.152735388","7.068348731","6.837290325","6.249525334","6.452366254","6.322554468","7.861931294","7.097186088","7.37978448","7.116521977","6.831725924","6.879827401","6.641756287","6.297861155","6.709674394","7.097633959","6.649528366","5.501853951","6.221721558","7.114003789"
"TRIAE_CS42_3B_TGACv1_221509_AA0742350","6.18311062","6.430638411","6.617265936","6.673768148","7.0212527","6.230343446","5.558199707","5.02332247","5.865363765","6.389597507","5.962083624","6.248165304","5.929128931","4.97431634","5.704973099","5.52622953","7.044454274","6.667223932","6.497673531","6.167186457","5.859341876","6.219088048","6.0197575","5.779743324","5.960685443","6.107668559","5.913959388","5.327177381","5.797257335","6.493908442"
"TRIAE_CS42_3B_TGACv1_222076_AA0756790","7.04683873","7.507009275","7.621249057","7.661630605","7.915505149","7.260522598","6.708233035","5.731047386","6.514957105","7.762651343","7.380748186","7.312793629","6.672526495","5.954144227","6.676621138","6.522447147","8.156254887","7.431666906","7.52809518","7.24162413","7.261435744","7.448199897","7.161559937","6.594562559","7.141530117","7.181964499","7.385051006","6.695231389","6.544398058","6.872029651"
"TRIAE_CS42_3B_TGACv1_222710_AA0769340","5.361817849","4.788324729","6.797324152","7.222084151","6.575555502","4.829113417","4.683056725","4.096009842","4.235554731","6.853455364","6.446254597","6.000476319","4.267033765","3.370738174","3.61361697","5.01554323","5.649484671","5.633406504","6.087001974","6.239365099","5.58553183","4.395682961","5.961337759","5.928311732","5.771752601","4.63136411","2.949688335","4.788324729","5.495896926","4.613485518"
"TRIAE_CS42_3B_TGACv1_223131_AA0776880","6.061596769","5.960497479","6.417384031","6.689416417","6.805238494","5.585831925","5.354376287","4.73702267","4.900790666","6.083396299","5.901569927","5.860487033","5.293651498","4.843454535","4.639494315","5.158566674","6.797691498","6.167703056","5.55036708","6.27356922","5.438483575","4.764802955","5.349447648","5.522168667","6.212600084","5.62368171","4.745497186","5.304786397","5.892685106","6.053779504"
"TRIAE_CS42_3B_TGACv1_223386_AA0781430","6.972419083","7.625789882","7.041358732","7.434880401","7.877376477","6.835244047","6.640412161","5.495593215","6.295185924","7.320245718","6.928283133","7.072967587","6.21522225","5.702174516","6.23142077","6.01350731","8.054180302","7.046159517","6.831139588","7.036014624","6.814906113","6.827486104","6.46729091","6.33982454","6.633362117","6.789265405","6.279577152","5.35907845","5.980731579","6.678101784"
"TRIAE_CS42_3B_TGACv1_224879_AA0802650","8.68210745","9.038063399","8.979776823","9.059363575","9.985759102","8.63455187","8.132809305","7.50278399","7.893241011","8.249911372","8.12423537","8.431869263","8.000420552","7.028710168","7.521441416","7.595636117","9.61830266","9.226622348","8.16717419","8.868593055","7.692985346","7.91055932","7.842211181","8.041844101","8.638174662","8.50914483","7.893104091","7.869148011","8.584280443","8.908127747"
"TRIAE_CS42_3DL_TGACv1_249033_AA0835300","6.815227624","6.903478145","7.259622685","7.132465602","7.342746826","6.249573617","5.794281097","5.262161552","6.143855107","6.83201721","6.473348883","6.476073497","5.861034056","5.043225097","5.745605568","5.507666207","7.188314544","6.651604173","6.72621062","6.44257679","6.035187131","6.137353334","5.96099503","5.683127284","6.23709731","6.293650306","6.14552808","5.679168692","5.964902375","6.494390551"
"TRIAE_CS42_3DL_TGACv1_249301_AA0844620","6.413965386","6.808806387","6.647671512","6.908135207","7.360593675","6.423621893","5.87317357","5.201872543","5.962887588","6.735386825","6.201628223","6.443579435","5.930455789","5.172810831","5.822791425","5.445275096","7.3743782","6.905957664","6.454862029","6.382712401","6.22608202","6.469718424","6.066822452","6.057820946","6.020384796","6.32711323","6.055488092","5.074823754","5.620734144","6.391320621"
"TRIAE_CS42_3DL_TGACv1_249383_AA0847210","5.964840758","5.912851442","6.24533709","6.347054653","6.732986329","5.703352382","5.407369061","4.111037785","4.609510752","5.960716638","5.745276243","5.842807914","4.796616651","4.121914333","4.665013326","4.975001208","6.573979005","5.968485029","5.752997945","6.209975384","5.168225765","5.462203361","5.566942758","5.397529017","5.76242867","5.692441744","5.511935697","4.833738994","5.458567975","5.842128923"
"TRIAE_CS42_3DL_TGACv1_251098_AA0877360","7.209180628","8.028819167","7.118587516","7.618396591","8.237330124","6.946704484","6.901207046","6.002614159","6.395501135","7.415150847","7.064730908","7.325550458","6.302831096","6.015426503","6.383856743","6.272394626","8.356202035","7.43182417","6.822717952","7.3278783","6.96058328","6.951402133","6.566069746","6.593932359","6.809587941","6.986235998","6.262344027","5.450120006","6.092037898","7.013825642"
"TRIAE_CS42_3DL_TGACv1_251860_AA0885530","8.473316536","8.969660199","8.835577975","8.823176618","9.833890177","8.722478876","8.113526066","7.513175117","8.060367787","8.145029195","7.930751382","8.34978539","8.187658788","7.217943754","7.84681017","7.491483163","9.69932877","9.101791222","8.228572545","8.667027885","7.882170644","7.985739838","7.781498779","7.722765162","8.722765672","8.737190679","8.064746847","8.099435235","8.634464985","9.092203361"
"TRIAE_CS42_3DL_TGACv1_252924_AA0892640","5.582529676","4.683056725","6.704469501","7.187672281","6.385253419","4.513785989","4.701389044","3.947741439","4.172372935","6.610821205","6.312516718","5.762337505","3.907245612","3.55820113","3.586292865","5.240343915","5.343926285","5.501817238","5.63753939","6.203035392","5.715365136","4.128745989","5.675749874","5.959563579","5.342812606","4.349329099","1.808288771","3.716008122","4.806746835","4.645351976"
"TRIAE_CS42_3DS_TGACv1_271490_AA0900220","5.951868363","6.216502303","6.730323348","6.693048537","6.681499389","5.439413202","5.058688679","4.374411463","4.997502772","5.803712271","5.742487029","5.800742807","5.436081663","4.797466826","5.348587388","5.015151746","6.268687109","6.077277498","6.364824764","5.401771566","5.686673616","5.421883647","5.404090797","5.010568625","5.467866029","5.631079157","5.41477953","5.12373181","5.404558494","5.865745416"
"TRIAE_CS42_3DS_TGACv1_271693_AA0905750","6.936031706","7.125612884","7.472847473","7.807436839","8.550894856","7.13927168","6.93676053","6.318600479","6.678500593","7.380168503","7.119627547","7.233874104","6.821456375","6.141463047","6.608582103","6.419905348","8.001622997","7.390354253","7.134866947","7.360867041","6.617127539","6.665686266","6.428334649","6.691427199","7.139438265","7.410830949","6.315057776","5.625453298","6.598291021","7.3853922"
"TRIAE_CS42_3DS_TGACv1_272540_AA0922100","6.173642344","5.732625811","6.43848578","6.615592517","6.866282031","5.574686943","5.586161926","4.385916559","4.917276542","5.889985378","5.893269961","5.945119516","5.087781503","4.398478065","4.459130027","5.08387956","6.731460723","6.042989065","5.616290982","6.381533406","5.088700664","4.897444199","5.287923537","5.602380779","6.228518893","5.878405026","4.813281314","5.346840828","6.06725824","5.922320771"
"TRIAE_CS42_4AS_TGACv1_306492_AA1009080","6.862481724","6.205241973","6.704633449","6.680725436","7.259579075","5.900027482","5.658351612","4.669895565","4.763689709","5.923602375","6.05182584","5.979338068","4.819893587","4.076855856","4.664382046","5.271156836","6.802131395","6.262259901","5.479833182","6.79442173","5.326216054","5.195359518","5.529248516","5.917381421","6.038844432","5.507041861","4.318820026","4.690091221","5.891803177","5.966537432"
"TRIAE_CS42_4AS_TGACv1_307193_AA1018260","7.945346657","8.445969763","7.918244518","8.46614553","8.744414497","7.252545667","7.174083676","6.402274513","6.620663566","7.600002305","7.432188735","7.414175736","6.021406286","6.010538061","6.314826576","6.65118446","8.407704054","7.661468444","6.993595606","7.75698771","6.127087064","6.60054483","6.786737266","7.255129699","7.13333522","7.307401021","6.474324707","5.928959956","6.655149961","7.427379085"
"TRIAE_CS42_4BL_TGACv1_320475_AA1040760","7.712014404","6.768428842","8.311172209","9.05457973","8.515918379","7.246261161","7.290354272","5.863915226","5.811440349","8.032314678","7.860539933","7.885276567","6.692207804","5.90290652","6.757946991","7.093412931","8.475741832","7.8148438","7.63224123","8.046875913","7.391951466","6.658139407","7.495014027","7.581214926","7.835575293","7.250706482","6.252096543","6.698266821","7.723075843","7.634806178"
"TRIAE_CS42_4BL_TGACv1_321575_AA1062420","7.536785183","8.114922974","7.576112717","8.167513722","8.331658478","6.947110598","6.726676949","6.029537968","6.272833609","7.247635986","7.032871362","6.935846986","5.851894961","5.685333331","5.975520615","6.341600156","7.918981575","7.22660893","6.769974872","7.357116053","5.957687988","6.289910357","6.335764992","6.854060155","6.606552884","6.809657217","6.013169775","5.344088693","6.019179417","6.908455034"
"TRIAE_CS42_4BL_TGACv1_322416_AA1071190","6.348985133","6.151585228","6.686192977","6.896580068","7.424592994","5.840870701","5.593353209","4.876610065","5.108594084","6.368130581","6.058119889","6.036299758","5.207364779","4.809511681","5.08149877","5.174238868","6.971402153","6.48540288","5.71700928","6.584338251","5.491964546","4.965475432","5.385614161","5.862528579","6.332422245","5.944186077","4.692998812","5.006421763","5.97901968","6.137169015"
"TRIAE_CS42_4DL_TGACv1_342984_AA1126990","7.153075109","7.71424493","7.085332265","7.944337542","7.962923594","6.283137377","6.298515329","5.735155908","6.010973013","6.966322454","6.734017179","6.558862334","5.095282768","5.069413506","5.312811813","5.857635967","7.60979986","6.942028804","6.262212798","7.161733207","5.461647217","5.654938809","5.983010462","6.564188334","6.342688582","6.387629879","5.538282636","5.076231006","5.73102468","6.426826151"
"TRIAE_CS42_4DL_TGACv1_344014_AA1142510","7.521670382","6.785023644","7.503209694","7.558784834","7.939468218","6.153100074","6.308078405","5.102475217","5.234765558","6.661314953","6.768311586","6.736704765","5.256119947","4.706543764","5.210494933","5.981404868","7.3077528","6.925982156","6.103676538","7.408394194","5.571801118","5.201201658","5.956100288","6.644115201","6.783747535","6.176594656","4.431054866","5.124368659","6.365076005","6.516794966"
"TRIAE_CS42_4DS_TGACv1_361520_AA1169500","6.616605601","6.825752067","6.893307409","7.208825331","7.546230305","6.598329176","6.087808284","5.087902461","5.746472803","6.971786797","6.431226407","6.541931036","5.880208912","5.159384555","5.695095519","5.800035846","7.331235143","6.639484908","6.636870014","6.373579142","6.052926465","6.410076193","6.174646151","5.925978911","6.257522558","6.241467143","6.239536781","5.46769805","5.986576369","6.548639645"
"TRIAE_CS42_5AL_TGACv1_374310_AA1196580","7.184591244","6.881709001","7.514985029","7.676733233","8.014841562","6.528871243","6.752597425","5.781002741","5.512395955","6.66696697","6.911996273","7.028263487","6.3389668","5.193173494","5.465728311","6.074119992","7.698641505","7.496730127","6.66355917","7.40242713","5.724336454","5.718046919","5.860449985","6.678513169","6.693170001","6.581360098","5.548032739","5.867419446","6.56954313","7.151524648"
"TRIAE_CS42_5AL_TGACv1_374715_AA1207270","4.537394431","3.000719815","5.860119334","6.908025243","5.335564981","3.902138312","4.241320997","1.410986974","1.808288771","6.106780097","6.077733982","5.404999009","1.410986974","1.808288771","1.410986974","4.235554731","4.81895811","4.522874943","4.922284839","5.467583234","4.183685446","2.443190158","4.913478076","5.181592521","5.037601742","3.933784497","0.09531018","3.46885603","4.760137675","3.222867846"
"TRIAE_CS42_5AL_TGACv1_374826_AA1209700","5.78105211","6.490875268","6.739454964","7.120985859","7.070783579","5.215479088","5.211424164","4.860587298","5.697429001","6.468977411","6.243225176","6.335568304","6.057018178","5.159629847","6.055366147","5.694068782","6.722987553","6.314449813","6.500550659","6.176638283","5.714063774","5.962182482","5.754478758","5.649326289","6.225294792","6.20879061","5.649326289","5.08202529","5.645801252","6.677921573"
"TRIAE_CS42_5AL_TGACv1_375092_AA1215960","6.435806078","7.102035133","6.838612146","7.036000726","7.365373145","6.659814297","6.110423558","5.402424647","5.847990461","6.62788647","6.227672388","6.478594278","5.748141885","5.01592793","5.681983562","5.513831488","7.309709029","6.778854179","6.452997873","6.418002717","5.747786601","6.756368975","6.396764308","6.119957141","6.658411992","6.563263391","7.030142986","6.332095446","6.290362857","6.665800654"
"TRIAE_CS42_5BL_TGACv1_404129_AA1285550","6.172923232","6.819327263","6.794602258","7.27434788","7.766548245","6.64548751","6.365478547","5.670732285","6.625524985","6.916794304","6.672790886","6.77034896","6.616575095","6.010065472","6.83462529","5.788215531","7.792187887","6.800477371","6.827307406","6.577737567","6.867055152","6.585207052","6.161051191","6.006690541","7.143562309","7.120614124","6.236430254","6.450691567","6.696241341","7.290770258"
"TRIAE_CS42_5BL_TGACv1_404669_AA1307960","6.711959349","6.46353323","6.751922185","7.153161175","7.561126792","6.370034536","6.272650566","5.497250189","5.50762565","6.031932079","6.321393998","6.55939","5.958817381","4.956946149","5.20201019","5.715114689","7.370394356","6.926204049","6.232603211","6.833800834","5.634982442","5.898545756","5.942689133","6.023023774","6.701800648","6.643516258","5.721809016","5.573347236","6.562466692","6.914701101"
"TRIAE_CS42_5BL_TGACv1_404951_AA1316100","7.512977938","7.847696129","7.940281183","8.001475622","8.724501626","8.04725996","7.475832312","6.292657436","6.712852915","7.821113716","7.611555197","7.514549048","7.402434667","6.298278066","7.182458489","7.001336693","8.623299429","7.844848138","7.834681256","7.754022338","7.668065658","7.692072262","7.485446714","7.265562582","7.65599179","7.81063245","7.558261103","7.11986215","7.387090236","7.726216351"
"TRIAE_CS42_5BL_TGACv1_405849_AA1336410","5.136386499","5.199049365","5.730424406","5.996700814","6.167726113","5.25801607","4.804840381","4.175924549","4.812997033","5.369190469","5.438513997","5.591360045","4.963543687","4.305415532","5.017941869","4.489759334","6.75588533","6.077339445","5.723911846","5.590916082","5.371103036","5.613493003","5.447168313","4.596129441","5.945682354","6.047608558","5.849612923","5.752890049","5.878015855","5.861071083"
"TRIAE_CS42_5BL_TGACv1_406843_AA1350490","6.105026018","6.715482775","7.369617734","7.608620102","7.677673205","5.541655788","5.422432313","5.066371438","6.276024877","6.890953923","6.640640247","7.024917678","6.699162845","5.625882193","6.791048245","5.970337944","7.365644575","6.592132299","6.737361305","6.513770024","6.022663266","6.415111853","6.252046455","5.96383638","7.063161171","7.190344444","6.435768885","5.865130052","6.462295959","7.450184215"
"TRIAE_CS42_5DL_TGACv1_433211_AA1405660","5.987144228","5.972933656","6.262035048","6.57837569","6.430548167","5.796993483","5.168445555","4.120330649","4.922925491","6.076563221","5.601861961","5.955667148","5.297899779","4.324243908","5.063595166","4.868543403","6.442904909","5.584377499","5.901440272","5.511014989","5.336980713","5.648452976","5.347710206","5.009428566","5.750487291","5.474166774","6.028105493","5.676327684","5.482790773","5.759780221"
"TRIAE_CS42_5DL_TGACv1_433651_AA1418380","6.539835924","6.55775291","6.995083845","7.3353743","7.579045558","6.283382013","6.220870449","5.663640804","5.703752474","6.037329007","6.063088501","6.682591564","6.285880248","5.263218547","5.660231064","5.515096709","7.283240391","7.12007001","6.502620616","6.959041658","5.755792845","6.034243825","5.741270919","6.059914938","6.917259966","6.75225846","6.240492586","6.290920781","6.856714584","7.152495925"
"TRIAE_CS42_5DL_TGACv1_433751_AA1421200","6.25401341","6.889711464","6.843931169","7.464590061","7.345138863","5.576327819","5.611356465","5.223604596","6.13886895","7.062311591","6.988597667","6.814222319","6.318019917","5.876847432","6.875293036","5.965023031","7.325326808","6.643096785","6.271855731","6.225678594","6.0924947","5.996039068","5.741797333","5.627980761","6.896489053","6.843360747","5.890090519","5.097864425","5.692623781","7.177362481"
"TRIAE_CS42_5DL_TGACv1_434217_AA1431970","6.894823827","7.111253462","7.434753201","7.469009667","7.204236203","6.818840237","6.541146154","5.061668655","6.183453804","7.437137725","7.055715954","7.162254231","6.84895196","5.935638204","6.55391339","6.272715673","7.809054558","6.732147176","7.254067034","6.401545818","6.592447424","6.40215047","5.990779312","6.105657814","5.956497307","5.858513929","6.346914456","4.93194556","4.953579887","5.588149002"
"TRIAE_CS42_5DL_TGACv1_435239_AA1447600","5.048271419","2.949688335","6.076343235","6.622648554","5.738538106","4.154055826","4.529372788","2.312535424","1.410986974","5.855956917","5.795881443","5.396731814","2.091864062","1.410986974","1.410986974","4.432006567","5.238376261","4.71939133","4.583777996","5.778620894","4.035881769","2.687187412","4.771430109","5.33384859","5.308762624","3.437207819","0.09531018","3.437207819","4.786366109","3.786459782"
"TRIAE_CS42_6AL_TGACv1_471622_AA1511920","6.839632743","7.571406705","7.568673646","7.592628323","8.811324423","7.896578743","7.142621846","6.684855448","6.757006805","7.918421208","6.940919225","7.042705664","6.994437435","6.074941352","6.549334526","6.525868016","8.024773796","7.733994381","7.258595232","7.160092517","7.411242039","7.292146552","6.972409418","7.290204202","7.155973809","6.964494716","6.639212869","6.731793456","7.139945783","7.433902919"
"TRIAE_CS42_6AL_TGACv1_471682_AA1512850","6.492869939","5.889484423","6.273199596","6.804470386","6.193792959","5.00275768","5.573316854","3.517120912","2.125810921","5.187145554","5.915768006","5.870208927","3.000719815","1.860439403","-2.302585093","4.785197446","6.436464422","5.7157868","4.259803914","6.378422788","2.601266451","1.960094784","4.781683239","5.620679812","5.064580403","3.983885888","0.474568196","3.148998276","4.587441966","4.276399417"
"TRIAE_CS42_6AL_TGACv1_472394_AA1521650","5.836537316","6.245942023","6.147553348","6.264827717","6.637429209","5.813843535","5.488206054","4.238062438","5.603192046","6.113383463","5.845883708","5.921327477","5.438074961","4.642051627","5.387641484","4.879136121","7.073600171","6.215537666","5.935359696","5.956352781","5.700569418","5.713475347","5.535701675","5.27896124","6.183781813","6.329672776","5.998179452","5.341314594","5.567641967","6.131604679"
"TRIAE_CS42_6AL_TGACv1_473917_AA1533450","6.300354509","6.524133362","6.471384472","6.56090053","7.028580793","6.540097386","5.879884732","5.007511086","5.478860259","6.71237523","6.263952395","6.216644025","5.3191097","5.131524611","5.349331247","5.730411423","6.965891159","6.307223742","5.886770476","5.915099029","6.000746338","6.494197009","6.122488424","6.031780814","5.927341939","5.970358371","6.314574693","5.405224136","5.220260685","5.774327918"
"TRIAE_CS42_6AL_TGACv1_474109_AA1534140","6.207245299","6.435942767","6.90587896","6.572995827","7.346055241","6.012403783","5.639709481","5.28669003","6.230091135","5.896620704","5.552990592","6.042847656","6.023120663","5.125016996","5.509104896","5.141821439","6.974557205","6.559061926","6.210567968","6.495620568","5.581332315","5.78448518","5.555990027","5.246487086","6.235281131","6.195145015","5.630826403","5.994756622","6.489993374","6.731319248"
"TRIAE_CS42_6BL_TGACv1_499444_AA1582630","6.09953793","6.253030628","6.618305672","6.658619718","7.060639872","5.758168382","5.406483194","5.229028916","5.614205992","5.985042721","5.604886206","5.964095149","5.675533538","4.687506016","5.207056592","5.097736112","6.920210914","6.400436067","6.020187806","6.218701509","5.321372786","5.50432717","5.322191742","5.305817173","6.035198282","5.939897005","5.38948443","5.382496278","5.86390131","6.313433547"
"TRIAE_CS42_6BL_TGACv1_499472_AA1583560","6.746907893","6.577947585","6.764870566","6.589476533","7.064485486","6.691434649","6.096052014","4.873852908","5.59075561","6.619112745","6.273192051","6.520105531","5.715463979","5.05002266","5.6049598","5.56768398","7.207096617","6.699446152","6.271619613","6.151468066","5.988680676","6.615576445","6.3554095","5.842599043","6.119409112","6.16086127","6.422638012","5.503728626","5.57994867","6.261564201"
"TRIAE_CS42_6BL_TGACv1_499514_AA1584790","6.722975102","6.413483547","6.34141166","6.840022328","6.510612444","5.653025878","5.844219551","4.312480932","3.370971824","4.204550818","5.904991207","5.869926658","4.10148898","2.487137493","1.584774249","5.148592711","6.839972033","5.889323842","4.042193005","6.376740553","2.606305363","1.573785864","4.601933955","5.791775037","5.650638346","4.752408459","-2.302585093","3.719284985","5.040692354","5.278063638"
"TRIAE_CS42_6BL_TGACv1_500010_AA1597160","7.190057908","7.666821278","7.607450971","6.703617469","9.118307317","8.191379945","7.393435388","6.724179736","6.87405681","8.106276249","7.327169314","7.123100502","6.704080966","5.974404855","6.518741601","6.966363752","8.445918433","7.96307029","7.367582302","7.726225884","7.534361936","7.511180139","7.184689803","7.633422891","7.590099315","7.499943355","7.041394166","6.964645879","7.701751815","7.786161365"
"TRIAE_CS42_6BL_TGACv1_500423_AA1604360","4.404466712","5.176675018","5.238556746","5.406068024","6.959351028","4.868695315","4.858920534","4.404400708","3.740047741","3.580202333","4.249922794","4.745801316","4.40807199","2.57261223","2.57261223","3.364433116","5.949130994","6.530072639","3.000719815","5.50109085","0.741937345","1.62924054","3.431639289","4.706344954","5.443987906","4.383275854","1.131402111","2.758603889","4.84653865","5.064921439"
"TRIAE_CS42_6BL_TGACv1_500720_AA1608740","6.277903973","6.4959241","6.919008128","6.486435751","7.404887576","6.504614767","6.054298961","5.318340558","6.107868855","6.437938992","6.074581141","6.37090801","6.138047953","5.12684079","5.924032778","5.600306478","7.460730208","6.969241647","6.564532871","6.604409841","6.073912821","6.295852176","6.204884578","5.871726164","6.767492711","6.38468685","6.438884448","6.565365951","6.792143509","6.898896052"
"TRIAE_CS42_6BL_TGACv1_500852_AA1610750","5.550643727","5.968970543","5.899529067","6.166951132","6.57036336","5.48997669","5.074354491","4.486274033","5.197629252","6.135725701","5.830575897","5.704939805","5.210200652","4.512926599","5.306608004","4.751247936","6.903596543","5.958404021","5.70398812","5.781333774","5.502143125","5.488269321","5.247569187","4.996279413","6.082161146","6.004620872","5.724296875","5.569507949","5.735945327","5.998165436"
"TRIAE_CS42_6DL_TGACv1_526331_AA1679610","7.487089657","8.171574049","8.011560726","8.147872917","9.383141755","8.575263967","7.690514618","7.080337899","7.239473375","8.464519998","7.572003889","7.761732213","7.270737291","6.591518713","6.96436243","7.160232364","8.699151349","8.336927121","7.764771477","8.002071687","7.815679106","7.967047916","7.539415278","7.870891428","8.048002032","7.883499123","7.46468174","7.485154851","7.99917174","8.194737463"
"TRIAE_CS42_6DL_TGACv1_526856_AA1693610","5.592131847","5.778525007","5.894022597","6.268753422","6.573037502","5.580276846","5.281206812","4.208216255","5.263544746","5.821153574","5.620172579","5.627782971","5.284066301","4.435029342","5.181491373","4.71001657","6.735850083","5.910371079","5.638578843","5.686666834","5.594878652","5.531569652","5.432021869","5.051598079","5.972546728","5.955912496","5.66082626","5.148703049","5.423530508","5.909267019"
"TRIAE_CS42_6DL_TGACv1_527381_AA1703090","6.183177223","6.520272319","6.601071818","6.572310235","7.364034533","6.324325628","5.889597921","5.438750388","5.851683667","6.163489126","5.936301565","6.332589603","6.056905317","4.817985383","5.469257736","5.281633969","7.315743335","6.96582011","6.130615868","6.639687921","5.512714782","5.662550674","5.743124975","5.588518264","6.483213156","6.041446858","5.738157975","5.971588572","6.465179718","6.612067513"
